estateName,road,facility,,,,
百乐佳苑,估价对象所在小区东临其他；西临大石南路；南临菊乐路；北临其他。,周边有“同乐苑”、“香月楠岸”等住宅楼盘，区域内有爱森堡幼儿园、草堂小学、双楠中学、四川大学-华西医院、成都市武侯区人民医院、人人乐双楠购物广场、家乐福、苏宁易购、建设银行、成都银行、工商银行等公共及生活配套设施，区域内有1路、8路、19路、34路、335路等公交车经过，距地铁3号线“高升桥”站沿路距离约800米，公共交通便捷度和道路通达度好，居家生活便利。,,,,
南桥春天,估价对象所在小区东临油榨房街；北临其他；西临公济桥路；南临府河路。,周边有“怡丰花园”、“府河小区”等住宅楼盘，区域内有中和慧能幼儿园、中和中学、中和小学、高新区中和新民社区卫生站、成都善道医院、金新农贸市场、红旗超市、舞东风超市、建设银行、农商银行、农业银行等公共及生活配套设施；区域内有1017路、185路、188路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
航天医院家属区,估价对象所在小区东北临星光东路、其他；西北临鲸龙路；西南临其他；东南临其他。,周边有“霏红榭”、“劲力蓝色理想”等住宅楼盘，区域内有子岛英语幼儿园、龙泉驿第三小学校、龙泉驿区六中、龙泉长康医院、家乐福、红旗超市、建设银行、工商银行、农商银行等公共及生活配套设施，区域内有双流852路、857路、875路、878路等公交车经过，距地铁2号线“龙泉驿”站约1.4公里，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
人和世家,估价对象所在小区东北临建材路；西北临长顺街；东南临其他；西南临其他。,周边有“龙锦”、“四方生态花园”、“香水城”等住宅楼盘，区域内有龙泉太子幼儿园、龙泉驿区第二小学、四川旅游学院、龙泉驿区妇幼保健院、驿河社区卫生站、平安综合市场、红旗超市、兴业银行、中国工商银行、浙江民泰商业银行等公共及生活配套设施；区域内有859路、878路、879路、885路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
龙湖北城天街2期 ,估价对象所在小区东临五福桥东路；西临其他；南临蓉北商贸大道、五福桥东路；北临五福桥东路。,周边有“华润·银杏华庭”、“北方花园”、“现代福满苑A区”等住宅楼盘，区域内有快乐幼儿园、成都市金贝多幼儿园、金牛区王贾桥小学、站东小学站东校区、川省中西医结合医院、双水碾社区卫生服务中心、龙湖北城天街购物广场、远东百货、站北农贸市场、沙河公园、光大银行、兴业银行、建设银行等公共及生活配套设施；区域内有16路、1037路、191路等公交车经过，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
东升国瑞,估价对象所在小区东北临长冶路二段；西北临其他；东南临长顺路四段；西南临荷塘北街。,周边有“华鑫家苑”、“芳馨苑”、“华兴家园”等住宅楼盘，区域内有小布丁国际幼稚园、东升小学、东升一中、双流区中医医院、沃尔玛超市、双流大市场、双流人民广场、农业银行、建设银行、邮政银行等公共及生活配套设施，区域内有832b路、830路、812路、810路等公交车经过，公共交通便捷度好，道路通达度好，区域内居家生活便利。,,,,
佳兆业8号,估价对象所在小区北面临其他巷道；东面临城北上街；西面临洪江路；南面临航林路二段。,周边有“迎港花园”、“香榭美邻二期”等住宅楼盘，区域内有迎春小学、棠湖中学实验学校、双流第一人民医院新院区、双流贸园医院、普贤农贸市场、迎春农贸市场、欧尚超市、农业银行、农商银行等公共及生活配套设施，区域内有801路、803路、806B路、S02路、S87路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
空港·晶座,估价对象所在小区东临道路；西临其他；南临临港路一段；北临道路。,周边有“银泰花园”、“蓝润·棠湖春天”等住宅楼盘，区域内有童灵幼儿园、四川双流棠湖中学外语实验学校、棠湖中学外语实验学校附属小学、近都社区卫生站、北京华联、久居福临时便民市场、红旗超市、农商银行、邮政银行、建设银行等公共及生活配套设施齐全；区域内有306路、544路、804b路、804路、808路、G22路、s82路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
北欧知识城﹒1期,估价对象所在小区东南临云兴路；西北临其他；西南临其他；东北临中利路。,周边有“杨柳苑”、“北领峰尚”等住宅楼盘，区域内有益儿幼儿园、忠义社区卫生站、忠义市场、红旗超市、建设银行、工商银行、邮政储蓄银行等公共及生活配套设施，区域内有651路、672路、x14路、x47路、x67路等公交车经过，公共交通便捷度和道路通达度较好，基本能够满足居家生活需求。,,,,
星光小区,估价对象所在小区东临地京路；东南临长柏路；西驿生路；西南临天生路；北临其他。,周边有“京龙名苑”、“嘉合苑”等住宅楼盘，区域内有龙泉驿区第三小学校、龙泉二中、航天医院、龙泉驿区中医院、摩尔华盛航天旗舰店、华亿连锁超市、红旗超市、建设银行、工商银行、民生银行等公共及生活配套设施基本齐全，区域内有851路、874路、880路、1004路等公交车经过，距地铁2号线“龙泉驿”沿路距离约700米，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
国一剑桥丽景,估价对象所在小区东北临其他；西南临龙工南路；西北临航天南路；东南临其他。,周边有“雅竹苑”、“蔚蓝花城”等住宅楼盘，区域内有成都王子岛英语幼儿园、龙泉驿区七小、航天医院、家乐福超市、航天综合市场、红旗超市、成都市农村商业银行、中国建设银行、中国民生银行等公共及生活配套设施，区域内有851路、875路、878路、l004路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
城南晶座,估价对象所在小区东临其他；西临天府大道南段；南临其他；北临其他。,周边有“蒂凡尼town”、“棕榈南岸”、“大成际”等住宅楼盘，区域内有史丹福幼儿园、容贝尔幼稚园、华阳中学、双流县华阳彤济医院、中和街道南部片区社区卫生服务站、会龙农贸市场、家乐福超市、红旗超市、农商银行、华夏银行、工商银行等公共及生活配套设施，区域内有514路、517路、t101路、t104路、t105路、t111路、华阳4a路等公交车经过，距地铁1号线“四河”站沿路距离约500米，公共交通便捷度和道路通达度好，区域内居家生活较便利。,,,,
南玻公寓,估价对象所在小区西北临顺沙巷；西南临其他；东南临互助路；东北临先锋路、其他。,周边有“百佳庭院”、“鑫园”等住宅楼盘，区域内有成都八中、张家巷小学、四川省轻工幼儿园、四川省建筑医院、五冶医院、金牛区曹家巷社区卫生服务中心、互助路综合市场、红旗超市、金牛万达广场、农业银行、建设银行、成都银行等公共及生活配套设施，区域内有154路、1120路、1路、27路等公交车经过，距地铁1号线“人民北路”站约800米，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
尚东美林,估价对象所在小区东临其他；西临东虹路；南临道路；北临道路。,周边有“东升小区”、“保和小区”等住宅楼盘，区域内有成都市机关二幼稚爱幼儿园、杨柳小学校、成都市建筑职业中专校、成华区保和社区卫生服务中心、红旗超市、舞东风超市、农商银行等公共及生活配套设施，区域内有双流200路、g48路、122路、136路、g38路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
白依小区,估价对象所在小区北临其他，南临和谐人口步行街，西临五洞桥北路一段，东临白衣下街。,周边有“欧香花园”、“人居苑”等住宅楼盘，区域内有双流中学实验学校、双流实验小学、棠湖中学、双流区第一人民医院、双流区中医医院、双流区长征综合医院、沃尔玛超市、国美电器、苏宁易购、中国银行、农业银行、交通银行等公共及生活配套设施，区域内有368路、801路、818路、840路、S10路等公交车经过，公共交通便捷度好，道路通达度好，区域内居家生活便利。,,,,
